"","DRUG_ID","SCREENING_SITE","DRUG_NAME","SYNONYMS","TARGET","TARGET_PATHWAY","drug_name","subtype","value"
"481",1553,"SANGER","Uprosertib","GSK2141795, GSK2141795C, GSK-2141795","AKT1, AKT2, AKT3","PI3K/MTOR signaling","uprosertib..GDSC2.1553.","MSS_TP53pos",0.0698850120234126
"482",1553,"SANGER","Uprosertib","GSK2141795, GSK2141795C, GSK-2141795","AKT1, AKT2, AKT3","PI3K/MTOR signaling","uprosertib..GDSC2.1553.","STAD_MSI",-0.285686636320135
"483",1553,"SANGER","Uprosertib","GSK2141795, GSK2141795C, GSK-2141795","AKT1, AKT2, AKT3","PI3K/MTOR signaling","uprosertib..GDSC2.1553.","MSI",0.0663220537099431
"484",1553,"SANGER","Uprosertib","GSK2141795, GSK2141795C, GSK-2141795","AKT1, AKT2, AKT3","PI3K/MTOR signaling","uprosertib..GDSC2.1553.","EMT",-0.0972518107380123
"485",1553,"SANGER","Uprosertib","GSK2141795, GSK2141795C, GSK-2141795","AKT1, AKT2, AKT3","PI3K/MTOR signaling","uprosertib..GDSC2.1553.","MSS_TP53neg",-0.0704259713118433
"486",1553,"SANGER","Uprosertib","GSK2141795, GSK2141795C, GSK-2141795","AKT1, AKT2, AKT3","PI3K/MTOR signaling","uprosertib..GDSC2.1553.","Low_cal",-0.151914693643359
"487",1553,"SANGER","Uprosertib","GSK2141795, GSK2141795C, GSK-2141795","AKT1, AKT2, AKT3","PI3K/MTOR signaling","uprosertib..GDSC2.1553.","STAD_EBV",-0.15898913190107
"488",1553,"SANGER","Uprosertib","GSK2141795, GSK2141795C, GSK-2141795","AKT1, AKT2, AKT3","PI3K/MTOR signaling","uprosertib..GDSC2.1553.","High_cal",0.151914693643359
"489",1553,"SANGER","Uprosertib","GSK2141795, GSK2141795C, GSK-2141795","AKT1, AKT2, AKT3","PI3K/MTOR signaling","uprosertib..GDSC2.1553.","STAD_GS",0.252104260353625
"490",1553,"SANGER","Uprosertib","GSK2141795, GSK2141795C, GSK-2141795","AKT1, AKT2, AKT3","PI3K/MTOR signaling","uprosertib..GDSC2.1553.","STAD_CIN",0.183781796032702
"491",1558,"SANGER","Lapatinib","Tykerb, Tyverb","EGFR, ERBB2","EGFR signaling","lapatinib..GDSC2.1558.","STAD_MSI",0.221204211857103
"492",1558,"SANGER","Lapatinib","Tykerb, Tyverb","EGFR, ERBB2","EGFR signaling","lapatinib..GDSC2.1558.","MSS_TP53neg",-0.337749270956359
"493",1558,"SANGER","Lapatinib","Tykerb, Tyverb","EGFR, ERBB2","EGFR signaling","lapatinib..GDSC2.1558.","STAD_GS",0.299989616608682
"494",1558,"SANGER","Lapatinib","Tykerb, Tyverb","EGFR, ERBB2","EGFR signaling","lapatinib..GDSC2.1558.","MSS_TP53pos",-0.0633598401378468
"495",1558,"SANGER","Lapatinib","Tykerb, Tyverb","EGFR, ERBB2","EGFR signaling","lapatinib..GDSC2.1558.","MSI",0.42791433566119
"496",1558,"SANGER","Lapatinib","Tykerb, Tyverb","EGFR, ERBB2","EGFR signaling","lapatinib..GDSC2.1558.","STAD_CIN",-0.423764245607908
"497",1558,"SANGER","Lapatinib","Tykerb, Tyverb","EGFR, ERBB2","EGFR signaling","lapatinib..GDSC2.1558.","EMT",0.133565882817312
"498",1558,"SANGER","Lapatinib","Tykerb, Tyverb","EGFR, ERBB2","EGFR signaling","lapatinib..GDSC2.1558.","Low_cal",-0.282768836259888
"499",1558,"SANGER","Lapatinib","Tykerb, Tyverb","EGFR, ERBB2","EGFR signaling","lapatinib..GDSC2.1558.","STAD_EBV",0.281857203473217
"500",1558,"SANGER","Lapatinib","Tykerb, Tyverb","EGFR, ERBB2","EGFR signaling","lapatinib..GDSC2.1558.","High_cal",0.282768836259888
"501",1559,"SANGER","Luminespib","AUY922, VER-52296,NVP-AUY922,  AUY","HSP90","Protein stability and degradation","AUY922..GDSC2.1559.","STAD_GS",0.1407093484077
"502",1559,"SANGER","Luminespib","AUY922, VER-52296,NVP-AUY922,  AUY","HSP90","Protein stability and degradation","AUY922..GDSC2.1559.","MSI",-0.227764690281258
"503",1559,"SANGER","Luminespib","AUY922, VER-52296,NVP-AUY922,  AUY","HSP90","Protein stability and degradation","AUY922..GDSC2.1559.","EMT",0.0572918036478788
"504",1559,"SANGER","Luminespib","AUY922, VER-52296,NVP-AUY922,  AUY","HSP90","Protein stability and degradation","AUY922..GDSC2.1559.","MSS_TP53neg",0.0524612246791309
"505",1559,"SANGER","Luminespib","AUY922, VER-52296,NVP-AUY922,  AUY","HSP90","Protein stability and degradation","AUY922..GDSC2.1559.","MSS_TP53pos",0.0644776459780293
"506",1559,"SANGER","Luminespib","AUY922, VER-52296,NVP-AUY922,  AUY","HSP90","Protein stability and degradation","AUY922..GDSC2.1559.","STAD_MSI",0.358388633723646
"507",1559,"SANGER","Luminespib","AUY922, VER-52296,NVP-AUY922,  AUY","HSP90","Protein stability and degradation","AUY922..GDSC2.1559.","High_cal",0.478672606232176
"508",1559,"SANGER","Luminespib","AUY922, VER-52296,NVP-AUY922,  AUY","HSP90","Protein stability and degradation","AUY922..GDSC2.1559.","Low_cal",-0.478672606232176
"509",1559,"SANGER","Luminespib","AUY922, VER-52296,NVP-AUY922,  AUY","HSP90","Protein stability and degradation","AUY922..GDSC2.1559.","STAD_CIN",-0.213403967634832
"510",1559,"SANGER","Luminespib","AUY922, VER-52296,NVP-AUY922,  AUY","HSP90","Protein stability and degradation","AUY922..GDSC2.1559.","STAD_EBV",-0.453346674969505
"511",1560,"SANGER","Alpelisib","BYL719, BYL-719, NVP-BYL719","PI3Kalpha","PI3K/MTOR signaling","alpelisib..GDSC2.1560.","STAD_MSI",0.0991768378591328
"512",1560,"SANGER","Alpelisib","BYL719, BYL-719, NVP-BYL719","PI3Kalpha","PI3K/MTOR signaling","alpelisib..GDSC2.1560.","EMT",-0.46608523704356
"513",1560,"SANGER","Alpelisib","BYL719, BYL-719, NVP-BYL719","PI3Kalpha","PI3K/MTOR signaling","alpelisib..GDSC2.1560.","High_cal",0.322232351496285
"514",1560,"SANGER","Alpelisib","BYL719, BYL-719, NVP-BYL719","PI3Kalpha","PI3K/MTOR signaling","alpelisib..GDSC2.1560.","MSS_TP53pos",0.211065373755029
"515",1560,"SANGER","Alpelisib","BYL719, BYL-719, NVP-BYL719","PI3Kalpha","PI3K/MTOR signaling","alpelisib..GDSC2.1560.","MSI",0.123477908962075
"516",1560,"SANGER","Alpelisib","BYL719, BYL-719, NVP-BYL719","PI3Kalpha","PI3K/MTOR signaling","alpelisib..GDSC2.1560.","STAD_GS",0.17842883106195
"517",1560,"SANGER","Alpelisib","BYL719, BYL-719, NVP-BYL719","PI3Kalpha","PI3K/MTOR signaling","alpelisib..GDSC2.1560.","STAD_EBV",-0.249751102954258
"518",1560,"SANGER","Alpelisib","BYL719, BYL-719, NVP-BYL719","PI3Kalpha","PI3K/MTOR signaling","alpelisib..GDSC2.1560.","MSS_TP53neg",-0.00797027371929658
"519",1560,"SANGER","Alpelisib","BYL719, BYL-719, NVP-BYL719","PI3Kalpha","PI3K/MTOR signaling","alpelisib..GDSC2.1560.","STAD_CIN",-0.0832728972621276
"520",1560,"SANGER","Alpelisib","BYL719, BYL-719, NVP-BYL719","PI3Kalpha","PI3K/MTOR signaling","alpelisib..GDSC2.1560.","Low_cal",-0.322232351496285
"521",1561,"SANGER","Taselisib","GDC-0032, GDC0032, RG7604","PI3K (beta sparing)","PI3K/MTOR signaling","taselisib..GDSC2.1561.","MSI",0.0353767097005781
"522",1561,"SANGER","Taselisib","GDC-0032, GDC0032, RG7604","PI3K (beta sparing)","PI3K/MTOR signaling","taselisib..GDSC2.1561.","STAD_MSI",0.10992407635087
"523",1561,"SANGER","Taselisib","GDC-0032, GDC0032, RG7604","PI3K (beta sparing)","PI3K/MTOR signaling","taselisib..GDSC2.1561.","STAD_EBV",-0.422027764745831
"524",1561,"SANGER","Taselisib","GDC-0032, GDC0032, RG7604","PI3K (beta sparing)","PI3K/MTOR signaling","taselisib..GDSC2.1561.","STAD_CIN",-0.0385012369541951
"525",1561,"SANGER","Taselisib","GDC-0032, GDC0032, RG7604","PI3K (beta sparing)","PI3K/MTOR signaling","taselisib..GDSC2.1561.","MSS_TP53neg",0.212514151922833
"526",1561,"SANGER","Taselisib","GDC-0032, GDC0032, RG7604","PI3K (beta sparing)","PI3K/MTOR signaling","taselisib..GDSC2.1561.","EMT",-0.423804665096005
"527",1561,"SANGER","Taselisib","GDC-0032, GDC0032, RG7604","PI3K (beta sparing)","PI3K/MTOR signaling","taselisib..GDSC2.1561.","MSS_TP53pos",0.0540643874478707
"528",1561,"SANGER","Taselisib","GDC-0032, GDC0032, RG7604","PI3K (beta sparing)","PI3K/MTOR signaling","taselisib..GDSC2.1561.","Low_cal",-0.45492073273424
"529",1561,"SANGER","Taselisib","GDC-0032, GDC0032, RG7604","PI3K (beta sparing)","PI3K/MTOR signaling","taselisib..GDSC2.1561.","High_cal",0.45492073273424
"530",1561,"SANGER","Taselisib","GDC-0032, GDC0032, RG7604","PI3K (beta sparing)","PI3K/MTOR signaling","taselisib..GDSC2.1561.","STAD_GS",0.218121804806704
"531",1563,"SANGER","EPZ5676","EPZ-5676, Pinometostat","DOT1L","Chromatin histone methylation","EPZ.5676..GDSC2.1563.","MSS_TP53pos",-0.360027101807468
"532",1563,"SANGER","EPZ5676","EPZ-5676, Pinometostat","DOT1L","Chromatin histone methylation","EPZ.5676..GDSC2.1563.","MSS_TP53neg",0.0571730633134912
"533",1563,"SANGER","EPZ5676","EPZ-5676, Pinometostat","DOT1L","Chromatin histone methylation","EPZ.5676..GDSC2.1563.","EMT",0.236594147046714
"534",1563,"SANGER","EPZ5676","EPZ-5676, Pinometostat","DOT1L","Chromatin histone methylation","EPZ.5676..GDSC2.1563.","High_cal",0.571424742537203
"535",1563,"SANGER","EPZ5676","EPZ-5676, Pinometostat","DOT1L","Chromatin histone methylation","EPZ.5676..GDSC2.1563.","MSI",0.287576341380631
"536",1563,"SANGER","EPZ5676","EPZ-5676, Pinometostat","DOT1L","Chromatin histone methylation","EPZ.5676..GDSC2.1563.","STAD_MSI",-0.0334949408185789
"537",1563,"SANGER","EPZ5676","EPZ-5676, Pinometostat","DOT1L","Chromatin histone methylation","EPZ.5676..GDSC2.1563.","STAD_GS",0.0969769685360647
"538",1563,"SANGER","EPZ5676","EPZ-5676, Pinometostat","DOT1L","Chromatin histone methylation","EPZ.5676..GDSC2.1563.","STAD_CIN",-0.0287989950052944
"539",1563,"SANGER","EPZ5676","EPZ-5676, Pinometostat","DOT1L","Chromatin histone methylation","EPZ.5676..GDSC2.1563.","Low_cal",-0.571424742537203
"540",1563,"SANGER","EPZ5676","EPZ-5676, Pinometostat","DOT1L","Chromatin histone methylation","EPZ.5676..GDSC2.1563.","STAD_EBV",0.11231333829996
"541",1564,"SANGER","SCH772984","CS-1421","ERK1, ERK2","ERK MAPK signaling","CS.1421..GDSC2.1564.","STAD_MSI",0.239519221630338
"542",1564,"SANGER","SCH772984","CS-1421","ERK1, ERK2","ERK MAPK signaling","CS.1421..GDSC2.1564.","EMT",0.308348182627091
"543",1564,"SANGER","SCH772984","CS-1421","ERK1, ERK2","ERK MAPK signaling","CS.1421..GDSC2.1564.","STAD_CIN",0.0690114613524375
"544",1564,"SANGER","SCH772984","CS-1421","ERK1, ERK2","ERK MAPK signaling","CS.1421..GDSC2.1564.","MSS_TP53neg",0.268766523748687
"545",1564,"SANGER","SCH772984","CS-1421","ERK1, ERK2","ERK MAPK signaling","CS.1421..GDSC2.1564.","Low_cal",-0.343389098311717
"546",1564,"SANGER","SCH772984","CS-1421","ERK1, ERK2","ERK MAPK signaling","CS.1421..GDSC2.1564.","MSS_TP53pos",-0.2660105604269
"547",1564,"SANGER","SCH772984","CS-1421","ERK1, ERK2","ERK MAPK signaling","CS.1421..GDSC2.1564.","High_cal",0.343389098311717
"548",1564,"SANGER","SCH772984","CS-1421","ERK1, ERK2","ERK MAPK signaling","CS.1421..GDSC2.1564.","MSI",-0.236945138811089
"549",1564,"SANGER","SCH772984","CS-1421","ERK1, ERK2","ERK MAPK signaling","CS.1421..GDSC2.1564.","STAD_EBV",-0.567905441549397
"550",1564,"SANGER","SCH772984","CS-1421","ERK1, ERK2","ERK MAPK signaling","CS.1421..GDSC2.1564.","STAD_GS",-0.161843158511284
"551",1578,"SANGER","Leflunomide","Sulol, SU-101, HWA-486, Arava","Pyrimidine synthesis inhibitor","DNA replication","leflunomide..GDSC2.1578.","MSI",-0.470118904679729
"552",1578,"SANGER","Leflunomide","Sulol, SU-101, HWA-486, Arava","Pyrimidine synthesis inhibitor","DNA replication","leflunomide..GDSC2.1578.","STAD_GS",-0.191912514948833
"553",1578,"SANGER","Leflunomide","Sulol, SU-101, HWA-486, Arava","Pyrimidine synthesis inhibitor","DNA replication","leflunomide..GDSC2.1578.","STAD_MSI",-0.267582073372475
"554",1578,"SANGER","Leflunomide","Sulol, SU-101, HWA-486, Arava","Pyrimidine synthesis inhibitor","DNA replication","leflunomide..GDSC2.1578.","STAD_CIN",0.340354435001471
"555",1578,"SANGER","Leflunomide","Sulol, SU-101, HWA-486, Arava","Pyrimidine synthesis inhibitor","DNA replication","leflunomide..GDSC2.1578.","MSS_TP53neg",-0.0816523589837949
"556",1578,"SANGER","Leflunomide","Sulol, SU-101, HWA-486, Arava","Pyrimidine synthesis inhibitor","DNA replication","leflunomide..GDSC2.1578.","EMT",0.224226656495638
"557",1578,"SANGER","Leflunomide","Sulol, SU-101, HWA-486, Arava","Pyrimidine synthesis inhibitor","DNA replication","leflunomide..GDSC2.1578.","High_cal",-0.261702632587806
"558",1578,"SANGER","Leflunomide","Sulol, SU-101, HWA-486, Arava","Pyrimidine synthesis inhibitor","DNA replication","leflunomide..GDSC2.1578.","Low_cal",0.261702632587806
"559",1578,"SANGER","Leflunomide","Sulol, SU-101, HWA-486, Arava","Pyrimidine synthesis inhibitor","DNA replication","leflunomide..GDSC2.1578.","MSS_TP53pos",0.220822439137369
"560",1578,"SANGER","Leflunomide","Sulol, SU-101, HWA-486, Arava","Pyrimidine synthesis inhibitor","DNA replication","leflunomide..GDSC2.1578.","STAD_EBV",-0.0333876841141307
"561",1593,"SANGER","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","entinostat..GDSC2.1593.","MSI",-0.156186793266605
"562",1593,"SANGER","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","entinostat..GDSC2.1593.","STAD_MSI",-0.124522675321821
"563",1593,"SANGER","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","entinostat..GDSC2.1593.","High_cal",0.0562569627401701
"564",1593,"SANGER","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","entinostat..GDSC2.1593.","MSS_TP53neg",-0.0783434671829668
"565",1593,"SANGER","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","entinostat..GDSC2.1593.","EMT",0.338849373787714
"566",1593,"SANGER","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","entinostat..GDSC2.1593.","STAD_GS",0.432765942727638
"567",1593,"SANGER","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","entinostat..GDSC2.1593.","MSS_TP53pos",-0.0623664237077415
"568",1593,"SANGER","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","entinostat..GDSC2.1593.","STAD_CIN",-0.00269138605970402
"569",1593,"SANGER","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","entinostat..GDSC2.1593.","Low_cal",-0.0562569627401701
"570",1593,"SANGER","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","entinostat..GDSC2.1593.","STAD_EBV",-0.208834623533443
"571",1598,"SANGER","LGK974","LGK-974","PORCN","WNT signaling","LGK.974..GDSC2.1598.","MSS_TP53neg",-0.364464074685449
"572",1598,"SANGER","LGK974","LGK-974","PORCN","WNT signaling","LGK.974..GDSC2.1598.","STAD_GS",0.0350394660145288
"573",1598,"SANGER","LGK974","LGK-974","PORCN","WNT signaling","LGK.974..GDSC2.1598.","MSI",0.0101911511905776
"574",1598,"SANGER","LGK974","LGK-974","PORCN","WNT signaling","LGK.974..GDSC2.1598.","STAD_CIN",-0.187063363943199
"575",1598,"SANGER","LGK974","LGK-974","PORCN","WNT signaling","LGK.974..GDSC2.1598.","EMT",0.128025236847448
"576",1598,"SANGER","LGK974","LGK-974","PORCN","WNT signaling","LGK.974..GDSC2.1598.","High_cal",-0.595049311764917
"577",1598,"SANGER","LGK974","LGK-974","PORCN","WNT signaling","LGK.974..GDSC2.1598.","MSS_TP53pos",0.244091034315982
"578",1598,"SANGER","LGK974","LGK-974","PORCN","WNT signaling","LGK.974..GDSC2.1598.","Low_cal",0.595049311764917
"579",1598,"SANGER","LGK974","LGK-974","PORCN","WNT signaling","LGK.974..GDSC2.1598.","STAD_MSI",0.0209557010404275
"580",1598,"SANGER","LGK974","LGK-974","PORCN","WNT signaling","LGK.974..GDSC2.1598.","STAD_EBV",0.448117724539834
"581",1613,"SANGER","VE-822","VE 822, VE822, Berzosertib","ATR","Genome integrity","VE.822..GDSC2.1613.","MSS_TP53neg",0.209590311590483
"582",1613,"SANGER","VE-822","VE 822, VE822, Berzosertib","ATR","Genome integrity","VE.822..GDSC2.1613.","MSI",0.0205265949383489
"583",1613,"SANGER","VE-822","VE 822, VE822, Berzosertib","ATR","Genome integrity","VE.822..GDSC2.1613.","MSS_TP53pos",-0.0822290508195168
"584",1613,"SANGER","VE-822","VE 822, VE822, Berzosertib","ATR","Genome integrity","VE.822..GDSC2.1613.","STAD_CIN",-0.137863125327246
"585",1613,"SANGER","VE-822","VE 822, VE822, Berzosertib","ATR","Genome integrity","VE.822..GDSC2.1613.","STAD_MSI",0.26782187280615
"586",1613,"SANGER","VE-822","VE 822, VE822, Berzosertib","ATR","Genome integrity","VE.822..GDSC2.1613.","High_cal",0.0806809426429042
"587",1613,"SANGER","VE-822","VE 822, VE822, Berzosertib","ATR","Genome integrity","VE.822..GDSC2.1613.","STAD_EBV",-0.211523229279061
"588",1613,"SANGER","VE-822","VE 822, VE822, Berzosertib","ATR","Genome integrity","VE.822..GDSC2.1613.","EMT",-0.124702801090338
"589",1613,"SANGER","VE-822","VE 822, VE822, Berzosertib","ATR","Genome integrity","VE.822..GDSC2.1613.","STAD_GS",-0.0603878779334276
"590",1613,"SANGER","VE-822","VE 822, VE822, Berzosertib","ATR","Genome integrity","VE.822..GDSC2.1613.","Low_cal",-0.0806809426429042
"591",1614,"SANGER","WZ4003","WZ 4003","NUAK1, NUAK2","Other, kinases","WZ4003..GDSC2.1614.","MSS_TP53neg",-0.110999939651783
"592",1614,"SANGER","WZ4003","WZ 4003","NUAK1, NUAK2","Other, kinases","WZ4003..GDSC2.1614.","STAD_CIN",-0.33846426556918
"593",1614,"SANGER","WZ4003","WZ 4003","NUAK1, NUAK2","Other, kinases","WZ4003..GDSC2.1614.","MSI",0.272468671000344
"594",1614,"SANGER","WZ4003","WZ 4003","NUAK1, NUAK2","Other, kinases","WZ4003..GDSC2.1614.","EMT",-0.0712250217678457
"595",1614,"SANGER","WZ4003","WZ 4003","NUAK1, NUAK2","Other, kinases","WZ4003..GDSC2.1614.","High_cal",0.245668949153864
"596",1614,"SANGER","WZ4003","WZ 4003","NUAK1, NUAK2","Other, kinases","WZ4003..GDSC2.1614.","STAD_EBV",0.0269329790764606
"597",1614,"SANGER","WZ4003","WZ 4003","NUAK1, NUAK2","Other, kinases","WZ4003..GDSC2.1614.","MSS_TP53pos",-0.0558028701146359
"598",1614,"SANGER","WZ4003","WZ 4003","NUAK1, NUAK2","Other, kinases","WZ4003..GDSC2.1614.","STAD_GS",0.159381293656409
"599",1614,"SANGER","WZ4003","WZ 4003","NUAK1, NUAK2","Other, kinases","WZ4003..GDSC2.1614.","STAD_MSI",0.280207214854017
"600",1614,"SANGER","WZ4003","WZ 4003","NUAK1, NUAK2","Other, kinases","WZ4003..GDSC2.1614.","Low_cal",-0.245668949153864
"601",1617,"SANGER","AZD5582","GTPL7710, AOB5560","XIAP, cIAP","Apoptosis regulation","AZD5582..GDSC2.1617.","STAD_MSI",0.273483629558802
"602",1617,"SANGER","AZD5582","GTPL7710, AOB5560","XIAP, cIAP","Apoptosis regulation","AZD5582..GDSC2.1617.","MSS_TP53neg",0.279094546631779
"603",1617,"SANGER","AZD5582","GTPL7710, AOB5560","XIAP, cIAP","Apoptosis regulation","AZD5582..GDSC2.1617.","Low_cal",-0.282693030079418
"604",1617,"SANGER","AZD5582","GTPL7710, AOB5560","XIAP, cIAP","Apoptosis regulation","AZD5582..GDSC2.1617.","EMT",0.0228313960944908
"605",1617,"SANGER","AZD5582","GTPL7710, AOB5560","XIAP, cIAP","Apoptosis regulation","AZD5582..GDSC2.1617.","STAD_CIN",-0.239691099741403
"606",1617,"SANGER","AZD5582","GTPL7710, AOB5560","XIAP, cIAP","Apoptosis regulation","AZD5582..GDSC2.1617.","MSI",0.250136459904937
"607",1617,"SANGER","AZD5582","GTPL7710, AOB5560","XIAP, cIAP","Apoptosis regulation","AZD5582..GDSC2.1617.","STAD_EBV",-0.0865656086489989
"608",1617,"SANGER","AZD5582","GTPL7710, AOB5560","XIAP, cIAP","Apoptosis regulation","AZD5582..GDSC2.1617.","MSS_TP53pos",-0.353197979377201
"609",1617,"SANGER","AZD5582","GTPL7710, AOB5560","XIAP, cIAP","Apoptosis regulation","AZD5582..GDSC2.1617.","High_cal",0.282693030079418
"610",1617,"SANGER","AZD5582","GTPL7710, AOB5560","XIAP, cIAP","Apoptosis regulation","AZD5582..GDSC2.1617.","STAD_GS",0.00409220293934493
"611",1618,"SANGER","GSK2606414","AK175551","PERK","Metabolism","GSK2606414..GDSC2.1618.","MSS_TP53neg",-0.389599827572678
"612",1618,"SANGER","GSK2606414","AK175551","PERK","Metabolism","GSK2606414..GDSC2.1618.","MSI",0.154627057827488
"613",1618,"SANGER","GSK2606414","AK175551","PERK","Metabolism","GSK2606414..GDSC2.1618.","MSS_TP53pos",-0.0229386089599342
"614",1618,"SANGER","GSK2606414","AK175551","PERK","Metabolism","GSK2606414..GDSC2.1618.","STAD_MSI",0.13092085693093
"615",1618,"SANGER","GSK2606414","AK175551","PERK","Metabolism","GSK2606414..GDSC2.1618.","STAD_GS",0.131099116184934
"616",1618,"SANGER","GSK2606414","AK175551","PERK","Metabolism","GSK2606414..GDSC2.1618.","Low_cal",0.0564067828959878
"617",1618,"SANGER","GSK2606414","AK175551","PERK","Metabolism","GSK2606414..GDSC2.1618.","EMT",0.326596746382962
"618",1618,"SANGER","GSK2606414","AK175551","PERK","Metabolism","GSK2606414..GDSC2.1618.","High_cal",-0.0564067828959878
"619",1618,"SANGER","GSK2606414","AK175551","PERK","Metabolism","GSK2606414..GDSC2.1618.","STAD_EBV",0.358154100930705
"620",1618,"SANGER","GSK2606414","AK175551","PERK","Metabolism","GSK2606414..GDSC2.1618.","STAD_CIN",-0.311506381516805
"621",1622,"SANGER","Wnt-C59","AOB3540, AK161197","PORCN","WNT signaling","wnt.c59..GDSC2.1622.","STAD_MSI",0.500410251942687
"622",1622,"SANGER","Wnt-C59","AOB3540, AK161197","PORCN","WNT signaling","wnt.c59..GDSC2.1622.","EMT",-0.0064242186391512
"623",1622,"SANGER","Wnt-C59","AOB3540, AK161197","PORCN","WNT signaling","wnt.c59..GDSC2.1622.","MSI",-0.0347342238403654
"624",1622,"SANGER","Wnt-C59","AOB3540, AK161197","PORCN","WNT signaling","wnt.c59..GDSC2.1622.","STAD_CIN",-0.563751763520955
"625",1622,"SANGER","Wnt-C59","AOB3540, AK161197","PORCN","WNT signaling","wnt.c59..GDSC2.1622.","High_cal",0.101569332530735
"626",1622,"SANGER","Wnt-C59","AOB3540, AK161197","PORCN","WNT signaling","wnt.c59..GDSC2.1622.","STAD_EBV",0.0646335431472897
"627",1622,"SANGER","Wnt-C59","AOB3540, AK161197","PORCN","WNT signaling","wnt.c59..GDSC2.1622.","MSS_TP53pos",0.074962856034684
"628",1622,"SANGER","Wnt-C59","AOB3540, AK161197","PORCN","WNT signaling","wnt.c59..GDSC2.1622.","MSS_TP53neg",-0.0669112520199604
"629",1622,"SANGER","Wnt-C59","AOB3540, AK161197","PORCN","WNT signaling","wnt.c59..GDSC2.1622.","STAD_GS",0.160174069563791
"630",1622,"SANGER","Wnt-C59","AOB3540, AK161197","PORCN","WNT signaling","wnt.c59..GDSC2.1622.","Low_cal",-0.101569332530735
"631",1624,"SANGER","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","I.BET.762..GDSC2.1624.","MSI",0.0853742094926183
"632",1624,"SANGER","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","I.BET.762..GDSC2.1624.","MSS_TP53pos",-0.0326545689469487
"633",1624,"SANGER","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","I.BET.762..GDSC2.1624.","STAD_EBV",-0.0920765906069934
"634",1624,"SANGER","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","I.BET.762..GDSC2.1624.","MSS_TP53neg",0.115461728877935
"635",1624,"SANGER","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","I.BET.762..GDSC2.1624.","STAD_MSI",0.218762151195691
"636",1624,"SANGER","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","I.BET.762..GDSC2.1624.","Low_cal",-0.128988032295388
"637",1624,"SANGER","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","I.BET.762..GDSC2.1624.","STAD_CIN",-0.198706003202835
"638",1624,"SANGER","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","I.BET.762..GDSC2.1624.","EMT",-0.160061327626942
"639",1624,"SANGER","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","I.BET.762..GDSC2.1624.","High_cal",0.128988032295388
"640",1624,"SANGER","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","I.BET.762..GDSC2.1624.","STAD_GS",0.0674221507016181
"641",1626,"SANGER","OTX015","Birabresib, OTX-015, MK-8628","BRD2, BRD3, BRD4","Chromatin other","OTX015..GDSC2.1626.","MSS_TP53neg",0.543887803637105
"642",1626,"SANGER","OTX015","Birabresib, OTX-015, MK-8628","BRD2, BRD3, BRD4","Chromatin other","OTX015..GDSC2.1626.","MSS_TP53pos",-0.318424634461095
"643",1626,"SANGER","OTX015","Birabresib, OTX-015, MK-8628","BRD2, BRD3, BRD4","Chromatin other","OTX015..GDSC2.1626.","MSI",0.137159031765605
"644",1626,"SANGER","OTX015","Birabresib, OTX-015, MK-8628","BRD2, BRD3, BRD4","Chromatin other","OTX015..GDSC2.1626.","EMT",-0.249500532833754
"645",1626,"SANGER","OTX015","Birabresib, OTX-015, MK-8628","BRD2, BRD3, BRD4","Chromatin other","OTX015..GDSC2.1626.","STAD_GS",0.213051203519073
"646",1626,"SANGER","OTX015","Birabresib, OTX-015, MK-8628","BRD2, BRD3, BRD4","Chromatin other","OTX015..GDSC2.1626.","STAD_CIN",-0.0696249135483878
"647",1626,"SANGER","OTX015","Birabresib, OTX-015, MK-8628","BRD2, BRD3, BRD4","Chromatin other","OTX015..GDSC2.1626.","STAD_EBV",-0.196558917704934
"648",1626,"SANGER","OTX015","Birabresib, OTX-015, MK-8628","BRD2, BRD3, BRD4","Chromatin other","OTX015..GDSC2.1626.","High_cal",0.205509122944166
"649",1626,"SANGER","OTX015","Birabresib, OTX-015, MK-8628","BRD2, BRD3, BRD4","Chromatin other","OTX015..GDSC2.1626.","Low_cal",-0.205509122944166
